Volume [mm^3]],Mass [mg],Feret Diameter 1 [mm],Feret Diameter 2 [mm]
0.0094377984873527439,0.0061015292897056263,0.27066455991906724,0.97068962586796892
0.050672281179280111,0.28628911990934836,0.030922260915227439,0.83027188003291685
0.012413787092585206,0.0011802260695881256,0.064488540229308805,0.6670781448730484
0.0096721881102058548,0.17863167039881511,1.3721294717203916,0.26807681478076734
0.0017512787006948593,1.1737382650885466,0.44987936516589083,0.98331684387488105
0.015113721749694655,0.00096296841868286878,0.7991967608824242,0.48789429484938879
0.062761861403710956,0.0024491159790792408,0.19008912246953932,1.0465922447558231
0.0011363243549625617,0.02885252741625742,0.037471268036601502,0.35598317367304871
0.0037886876752188841,0.0014299108781083338,0.052537100147753195,1.7423144974005449
0.017440177785490316,0.0012417848809100297,0.1078681238540966,0.57174341429743591
0.0024558069457946679,0.64279561199165458,0.11493902875350361,0.79691937080450925
0.017199481207323293,9.473658262051834e-05,0.038645640452732589,1.2136104130465373
0.0010880242146927093,0.00086161998123190507,0.095704426084647326,0.20459993264728876
0.017262711743672055,0.0030958541515685254,0.063892262620478216,0.99751393242541242
0.019199724580355595,0.016175592915705535,0.37303176082806061,0.35796634189851972
0.0074069301698070026,0.0046810186313392226,0.14366584251703621,0.21792556547810044
0.0014651842568773944,0.09033937088037898,0.16585676089437371,0.61948622019578958
0.019230482114914887,0.035646107776133515,0.13978687904556722,0.29181311216320621
0.01236653387308586,0.0046563851575061122,0.034821669536741796,0.48922920557053007
0.007546948159585223,0.031349940843230999,0.13966209858234532,0.8095206981775408
0.10817398789220758,0.020979977227871396,0.074337833371597162,0.40985638452459244
0.062808793410996586,0.22580432933210423,0.057844205936301102,0.54434386495252773
0.0061672524119913653,0.056941057739840178,0.050574042999642695,0.89657870955501695
0.0095274053382944021,0.011041201590190054,0.081601551938202177,0.69574742305870119
0.0061090614109714338,0.039374671232606344,0.14756221572567671,0.38285355878899702
0.025628898956896816,0.1228885533157773,0.054956183345872545,0.44141168514941587
0.069182466326197498,0.0034797890641922219,0.060692413872719085,0.38683258658834202
0.11517039809826186,0.0074978353770162477,0.14458414183727597,0.34545454270519027
0.0039108296045713663,0.15101201578599996,0.1336574442924007,0.33853822278070389
0.0036255923045356389,0.1271451543989629,0.1098995780660042,0.81735447188696231
0.00082724805566825282,0.22475462172207167,3.1378545191348759,0.43366106987418629
0.0021236794446167074,0.44762427233841123,0.032927350580083004,1.0256231831012272
0.057973393138811828,0.0030506921306984944,0.021579613743125125,0.83203205754794418
0.027155205951000846,0.11081220210591493,0.1893161361349758,1.0321562381713598
0.14465721647932511,0.00089102191653870103,0.093576507229752928,0.33604073870748491
0.003945620068375782,0.080891047190267643,0.22585254088632487,0.56966420905792603
0.13874932015631294,0.047091258206032743,0.11226642687123889,0.50132178071853739
0.0074561552919263693,0.007482486925375096,0.16864621901610813,0.57629482861656789
0.031920208193041623,0.01939052986407272,0.061719494046602041,0.66868417586635154
0.0012703350935603598,0.012591879536796642,0.14805126304508226,0.36724510458516435
0.0026169874113303637,0.15121401692469419,0.73504839777082631,0.35231680084048955
0.057469975976156634,0.34179352316473471,0.043430505939598504,0.6043248182827734
0.0040096671935821292,0.025662960313769155,0.45793652114139771,0.95937230356327063
0.013853198074823122,0.0016789474662923934,0.13039217142891843,0.19137992603846674
0.0037043626242729551,0.10425327086595028,0.06282445798590934,0.59552215222021987
0.022761159862173089,0.0086491845195600034,0.10147063076803013,0.46738515222875082
0.0048197116577900542,0.039399699577172639,0.13675336398746515,1.0694602435504132
0.019753356748943927,0.00090036659882593067,0.028492925630833495,1.2285169255354194
0.0061984758107354182,0.00024956884671658425,0.034980128408976963,0.64216688159921942
0.0018478137245899733,1.0510953184960536,0.32603307765981582,0.87139293364069736
0.011041051503506087,0.023226218917367616,0.14673945133694993,0.26816631387254536
0.10982390950823803,0.070460728651196472,0.04475765454377692,0.18666460514045535
0.036604346270317563,0.009795910332111522,0.028076609491874287,0.85435036871841463
0.016111155170950561,2.5724987548579206,0.041533492759449141,0.74052872358547672
0.037519412498282147,0.010504390978533047,0.3197328026423269,0.7736629155256679
0.020610753048320999,0.34804279817209988,0.073633794070917094,0.25011884038023158
0.01027100861938972,0.23844117907734963,0.22373908971273013,0.27784268747452889
0.12559379032144091,0.029792824734769373,0.062287823256244247,0.60068090810247643
0.0080749477950911967,0.0082916432310653591,0.28100784138288437,0.61770259812003858
0.46812979891089657,0.021228263198601514,0.38022458678771293,0.68779421811211294
0.0016119059133835876,0.019188929591779997,0.107851057433748,0.1209713411548879
0.037334677398671572,0.00034227855125478027,0.19906000933336662,0.50420715307514374
0.0011075315352055345,0.0026403347992075793,0.27944353311988912,0.46016970746130642
0.0076694923115540065,0.10926228121829296,0.13265319567461017,0.49668303268520786
0.0019670825877595504,0.00074317117802598961,0.063678029352247742,0.50364372624860732
0.054027919545567758,0.079841716105974583,0.29687158022608184,0.38984215924659632
0.013844356979795096,0.20034634503641646,0.083922108185641386,0.3217699375207646
0.045218563725346696,1.6568231632771713,0.025676432439611516,0.75605623697163205
0.27898389708636084,0.0026259744598986006,0.046004285225570637,0.25428191534933281
0.039876540582926639,0.1851413241501339,0.15022009481121212,0.6337184729843498
0.00060581394671678154,0.0104775923342268,0.026104603286500078,0.94716291613698556
0.0019625950688173135,0.45628038877017402,0.068088751317566268,0.65831654958599162
0.017021231598011527,0.0024380141469255269,0.070745519964496503,0.3351169560500773
0.0060704664509284786,0.035099838270847644,0.044611670659579203,0.17692145943856438
0.0050528905295997035,0.00028392702718453718,0.084068926418012085,0.86628846004853421
0.010815800738743362,0.050077928705655264,0.037268327643823485,0.59788371351247727
0.022704869732683514,0.075457623009191732,0.11230136486729465,0.30373251963884523
0.016384220481742845,0.026459738235287987,0.024102776949412503,0.61070451976091433
0.20454554083932541,0.18748862770250135,0.014626792295903541,1.5004114619754754
0.064969043131645324,0.020007947032632284,0.12419520587194863,0.3934938441008593
0.0027228252339307401,0.032517001546156436,0.078922618018314128,0.62835643048645484
0.010546784663087123,0.15080909369555484,0.47387007006645915,0.65128781939768166
0.20334264830657481,0.00080364839563224595,0.076410110357451641,0.17933331846837758
0.0047086098100364042,0.097170727647977892,0.14356044900432946,0.46419366914292132
0.023340671244316168,0.0028975971029395753,0.052283065584911387,0.41740477087677841
0.0024686654933961166,0.19811288421117534,0.021392783810258019,0.58606234027098003
0.013611318275033596,0.018026017877147145,0.096198281675202474,0.40077319775753861
0.0064013170887349978,0.010023829098473616,0.29418406756551541,1.2630364124918878
0.05292002934913035,0.003685781674228306,0.05822778944357223,1.1211814723920233
0.017973749752310021,1.5420092267649703,0.033464460978230005,0.79119322729922148
0.039188685174667282,0.051750658779653111,0.081265730383541318,0.21210578123578186
0.00044132283422821186,0.061031103783101455,0.044688872427708824,0.44338235999025966
0.0038716853002433789,0.0045256959451016867,0.30824113999438746,0.7015435413099379
0.011193740763160461,0.073572864991077583,0.060161818537299828,0.57677105380009497
0.02165292298024243,0.10161301812185507,0.033740403355822138,0.62906049994928481
0.0020529260287240432,0.0024502451301494361,0.28588686235954441,0.23630649305801105
0.05005766498869043,1.4893544542259542,0.042054263531192591,0.28017796186985028
0.0013162857219229706,0.00031103098856226645,0.098216584855107106,0.3085298840664169
0.0089182678738220691,0.29058452771304066,0.089210068209906304,0.42446985114093666
0.0014877770109296806,0.14547601942628186,0.049136484396004966,0.38321031587385002
0.059847350363364436,0.0053801984188029768,0.06353193769166475,0.69620536711601466
0.020878349856081536,0.68289021906806613,0.076209181684022437,0.81054639547039586
0.0051981989103911681,0.012509897181361727,0.047968183456536841,0.87315967237506409
0.093975952592449827,0.049969027192136709,0.13192967103827655,0.74940408319828711
0.016724466098403178,0.026644444699523439,0.031096540560458366,0.44457999771080259
0.0079173214204445522,0.12277799184916237,0.053582074450998225,0.69613627431664094
0.021185978506038729,0.045614224041990233,0.27076295542367335,0.2435267059804678
0.053920502654734068,0.22469826533247877,0.38093210072295824,0.48178595194438467
0.22138012564216114,0.001374346872407536,0.10850492779243194,0.5726524646085337
0.0022871787719583796,0.0034926165441193156,0.26134408724940872,0.54634711001319292
0.0010193919741040562,0.0090634055356041254,0.34359952167298874,1.2233523026396476
0.014401835701740208,0.071959133372848205,0.1274195309437578,0.37141004553917634
0.0010653150542933301,0.13273334779784879,0.070114126487433967,0.52604584685024425
0.48551371173775942,0.14724593252518708,0.08712629163260649,0.54426228678548172
0.10249463474690293,0.023669357578058471,0.060551420611962115,0.42637213128852786
0.006618835994936339,0.0076642703448728785,0.47725352888986455,0.80143362893907932
0.0083132065275734694,0.019481446603808822,0.070866026265125198,0.59438356464902908
0.024090819566112729,0.046362657159464103,0.33883437473497086,0.5461497699023462
0.021361064435436488,0.1082314608219011,0.29192844381342609,0.45438849384563124
0.046776535860380629,0.0011211411360146552,0.29361604279969244,0.26329917053965446
0.035332696021183406,0.023158595297630473,0.27540735032329894,0.37273397430108413
0.0072514347670138051,0.0078527937140746087,0.038123370281858464,1.0047908958919785
0.015541258330670819,0.00089949918836017544,0.025436170022448613,0.29245205538898883
0.019725543902294619,0.062234046260469758,0.23436178654640871,1.0873643037481491
0.0042242884788107676,0.0094072151174311013,0.21513521279173584,0.52993056693069085
0.0057485123090296724,0.0075638935036483907,0.11968299151122042,0.66586869164109441
0.00033384470416362088,0.014211520148456884,0.041311287300698912,0.2948094766017294
0.017704418627674561,0.030672270979844676,0.04730467948241919,0.93664758761954814
0.20088122985295934,0.011975236790513691,0.01152059701830571,0.22421983516788863
0.036699371280370409,0.012923583019185654,0.065109487490540296,0.84175951861192999
0.05939919264677785,0.017046470624707124,0.027047520539336671,0.50018491747318472
0.0080665854190182396,0.35465252069731418,0.18855502306845356,0.69829478816747403
0.015704914912662835,0.0021707084247092395,0.63076732473878172,0.19944955389502686
0.002501641780172763,0.0019465331734385442,0.025219803429623676,0.55697642412748594
0.0064708936915419801,0.0063551078779873916,0.10540720453748968,0.60726411257876578
0.0064339111793526704,0.0039614734689681465,0.019948319768930117,0.57841919423671651
0.010191679022536917,0.0061512295237236038,0.26833098153279256,0.20376887989215423
0.017124758617987203,0.053472139596420346,0.045600795672854619,0.33011614137911299
0.016143670064226644,0.011004303667875668,0.12144859987601359,0.18974104805968697
0.041519423303089706,2.2128998147340875,0.030070396286051796,0.23676949554444124
0.0037813698886214704,0.0031686700859857968,0.092523381595281437,0.94300617107803408
0.016182965311282375,0.059081881096196776,0.036309271618533298,0.42640422383258136
0.05599457735373975,0.0018197134959103138,0.10817817136755514,0.38114136021650424
0.01018958404318162,0.0022601208506011399,0.061129975836163621,0.4249140277875223
0.031874148840618538,1.9663975769298421,0.024423017509385886,0.30648881542715889
0.0058338568274908242,0.033151228846984029,0.02863274584964666,0.41956463120768378
0.0061930699065536939,0.08930448158635336,0.066974321977991941,0.39063360286782822
0.11941415452820474,0.0063574761404067625,0.10863703164636893,0.67038075470166958
0.11380959654073446,0.029684299626455034,0.015173223822347263,0.43580112159796874
0.0007589866009693199,0.017098860987930765,0.15870421687648517,0.74258472067480163
0.066777497114320544,0.036160225860523823,0.37722298200690041,0.67258159883844471
0.019469530552953279,0.56997063400185333,0.06427360492533632,0.68191815921867527
0.0088696827287578234,0.58001611899608252,0.038642799084687728,1.0077889317114612
0.010364952074490494,0.075471067967737199,0.072795789972359456,1.4890685352280821
0.017144159223431481,0.023191790418183762,0.21573073002226181,0.5767947447998969
0.061761042744144005,0.010107953614903013,0.045999769294646456,0.29016014109708371
0.15732850419957234,0.10523120390421722,0.042529855371291628,0.3364161774762216
0.31524737721215829,0.016128235719374263,0.9105152125375422,0.51597020897556911
0.019104848472261508,0.018533211468558453,0.20914255057971451,1.0898463812105763
0.00027839546433011133,0.017458654131417745,0.080652898984739221,0.47695762936055736
0.0043153618536382185,0.074645855774421205,0.046726811878994794,0.28800696129857223
0.005636265967785322,0.044335096315844334,0.16183734484023399,0.45577902378130003
0.0039217119545287326,0.0050882087313999591,0.029242575686624504,0.72806491901692849
0.0072557167682059985,0.010471322686114891,0.072189458142242993,1.1065211156975365
0.0086145076302865872,0.0053181596092448822,0.12377331859566873,0.19505845420904699
0.0024489933508105395,0.039992739521618678,0.032670109189141622,0.78376951619820234
0.015466462366471083,0.088867181659072411,0.72479154308201443,0.39974337242466079
0.0056207088768701419,0.26227337958803171,0.096921111775212399,0.33991829609920543
0.030335219099519108,0.34073124406405408,0.14730724180431079,0.87367038694433807
0.0046543667394342387,0.5152709800310965,0.090642217723115148,1.1320181532602247
0.020292826443012748,0.014370406973583404,0.14543529418966605,0.33817118871780522
0.0014117543639963989,0.014242045637542979,0.090597078607729184,0.50898502755576913
0.012479027820621207,0.00088816503760933091,0.042008277217653829,0.48239296257775877
0.014944504200469879,0.00089190398207444563,0.12379033135747386,0.74099876290280531
0.033905574874541114,0.0051885851251898176,0.30642325742179183,0.42272608004001044
0.012523410481777504,0.0083562237814834937,0.22145268497524268,0.61271921115025874
0.0093070819582687456,0.13349819709444469,0.10409673025922533,0.3801326135769546
0.0058645724408447723,0.0022073618782771491,0.055288742158605762,0.27932689585780829
0.02412873351760739,0.01066540892084911,0.046501992967530985,0.48154384596154498
0.012927828775154377,0.01436878133941747,0.037223479045832709,0.44904748480319279
0.15147578971266523,0.0040864075431022665,0.1008377565100872,0.38058062150522071
0.0014529929561356066,0.041749572831394473,0.088924758956488881,0.22737754193527829
0.041721267535917497,0.057528526799573605,0.09815098105548857,0.6201683635376205
0.02753393940557422,0.0010112319905502913,0.049657140165672208,0.23320562830833602
0.062392160670595706,0.96891268642693229,0.12586908368723043,0.54305374230708836
0.0070957558912664786,0.049395340677673226,0.10404465786319993,0.48995848727496905
0.010966835857261031,0.014936271957193843,0.045270387902445614,0.29280956877490455
0.023049343226331023,0.00024501194526050187,0.092669928700947646,0.2386966310473054
0.012257387976690135,0.0033562591819509715,0.025962301909423252,0.18682814222673463
0.0020287881558110456,0.03501265571743073,0.24662521205943091,0.75024282206806481
0.14377064366982514,0.0053250802802276972,0.062514661551509948,0.28586447791441444
0.029180278496547862,0.058055065052464105,0.081257357643789843,0.38564927867431037
0.0018950377302919704,1.1357272169410308,0.01300827241392148,0.47121884858021812
0.010744039166368496,0.022253808122703101,0.071645537744372309,0.7121266805487253
0.049416702609211265,0.036068027315523783,0.14626839955255297,0.21703157862711026
0.0100639234873021,0.0039805549658744922,0.042365949434648921,0.72271141533086536
0.0058004319918625955,1.348651303785291,0.12646541647520401,0.33782681142019921
0.097184209976461752,0.20700337420252946,0.13695582765917677,0.27879634343255172
0.025379997824212304,0.0051743583094384276,0.043326234287349892,0.68702971698975268
0.0018056632619147339,0.4030560560816609,0.032545012286405779,0.55407124517221129
0.0091448453546060099,0.13063693741383883,0.1300981522371159,0.63336649593485461
0.0077883560242964014,0.15933222353999155,0.12628346999014983,0.49520033238956157
0.014231181554351898,0.020136315113205541,0.04988352551506009,0.35482538098045996
0.016263186087770887,0.048548313679092431,0.30045980607173928,0.64473262199388148
0.0022830421742594852,0.011330612668395865,0.55702160259315692,0.29431680140740013
0.004348951588097145,0.0036604162508261438,0.020151768362961914,0.27505393935275574
0.01830348481723117,0.69354623731762854,0.2528803802702374,0.22537134779459611
0.062429595538635925,0.25179159124993605,0.087542211860811209,0.31942276484108056
0.0022832513135781292,0.00063626858681694242,1.3358367399269371,0.38858141573954336
0.018016860021383072,0.01721560452049321,0.0308361034797551,0.40581607098631545
0.0055552029200647288,0.49584807332699649,0.17102013134097485,0.67300289103665811
0.011783003952931402,0.18670826418113379,0.15388913937862261,0.2747023201782603
0.029587908468430651,0.026785419039518615,0.13078496609657,0.83352308936276653
0.14889242282002826,0.035124518088937969,0.18974037937853755,0.40652434823746625
0.0046009874007820195,0.040218203283848265,0.011416935215015191,0.45144043055295185
0.11404597783786058,0.038420961186287197,0.1212124479428416,0.46634704250148995
0.011523447303298488,0.0013049825826395006,0.18973270442105561,1.1770472476565663
0.045633241215762718,0.013283833217320117,0.1646258201046665,0.81428661339659514
0.0033139238319694233,0.19543869968294553,0.04889448181321087,0.17106988276183241
0.026784711610515544,0.22925730547463921,0.098310544691365923,0.3152611920805074
0.0051403302651115155,0.0072747617356254913,0.086173706712663417,0.64333501585100605
0.066503128181057622,0.00067527789048025752,0.037929943868480039,0.33240246911136645
0.0038989051732679194,1.0395221033826156,0.11885996659003861,0.80995173622171168
0.023891591220537373,0.051905600617244571,0.039052982447929131,0.42504543002461403
0.0065080580881061115,1.3862330724996603,0.10659895033553053,0.39531240510599647
0.00011882221724611908,0.10514272318688477,0.01492599088568216,0.22625857433173185
0.008150330199970874,0.08240830080922823,0.050564378898795947,0.89574433238677753
0.00073642290752768509,0.15940872954902557,0.13921641674224203,0.56517604289867562
0.0042141097110589909,0.071468841816431775,0.051790744359737094,0.49071383257481699
0.079781559617591022,0.0092749019055051174,0.028455940635823792,0.39507341547086949
0.0058291264017372845,0.0010237401904371979,0.048170807884276988,0.53888925432283186
0.0058893280788830694,0.00033993758902610123,0.059379861044352139,0.46065354202086101
0.12077662577937726,0.10244147524645998,0.011171078329626369,0.43702545429346951
0.0026812369269668132,0.20221914415346487,0.021361221358966259,0.37425758044628155
0.01234163896604502,0.16969980255021869,0.12476407244433345,0.33140056355210806
0.00482445610059762,1.2388088050279884,0.18059440006480229,0.33190223263159596
0.0048217259024236443,0.15256827704146131,0.061281658179914961,0.69407034105420162
0.026988435758206485,0.4256133699306851,0.043177199893310973,1.2683117047645078
0.002550703281684507,0.054000564452546022,0.66388883343415195,1.2085800827116353
0.050320016304838552,0.011848629433791771,0.11301976369928647,0.39757782778201661
0.0023401193273751147,0.06450172775157488,0.27748337850138466,0.33890964301991638
0.0037347715606788341,0.092933540874364631,0.015470724745530528,0.42617361856222369
0.005295368827255083,0.10466974045983243,0.35033915863773241,0.69596942897614689
0.004921893814767468,0.0012277398601887848,0.10830185829574498,0.4041295796457407
0.0012095514485871905,0.0011011608234100816,0.1192598622410096,0.66046455255106928
0.0069711684629238657,2.5552313831890769,0.14558370826613504,0.70596399942812083
0.031134312855082471,0.094146446088775496,0.080550531551936838,0.30750457614855908
0.041285015384420184,0.021148343364520542,0.0086066561801602087,0.34206545497125951
0.0019104571444288068,0.014089345775399567,0.21341055094056666,1.1027908378359976
0.0012319748122341487,0.23170527635377852,0.072201056071959729,0.38789102398959546
0.00088888862176186693,0.012759310261406386,0.11049267003355696,0.32662229493654554
0.017878691599824675,0.35789536622966694,0.36130677254451632,0.62093894009921713
0.015605477758774841,0.042739865778545695,0.57661949194312434,0.39611946771468731
0.14128404748806908,0.25431142740641394,0.027738868944287471,0.49784896234470655
0.013755147073072405,0.20301838206685754,0.065775809773443439,0.20074160068704017
0.0010658596248816735,0.0040191699325956105,0.33926596371972734,0.2717583252649724
0.033567953892392914,0.003548211382819611,0.036176502602944582,1.2465509112716944
0.16752371296070737,0.033988131701765234,0.058218722693559183,0.65601192509016604
0.001131064740254348,0.022261985221349003,0.053722383559751244,0.23353872229442549
0.047330912762326732,0.084896580200133409,0.17058965296248635,0.3837162343997027
0.0071146900403782441,0.0050182084910138274,0.02672736435311308,0.61943905227842533
0.0051979862050133066,0.083130612653425362,0.017711813018612847,0.40891330771838963
0.033797104003122372,0.038226050018717837,0.085979662360408216,0.60116743029488273
0.0017247330027075761,0.075265470801486559,0.28041441963132752,0.46992375086701443
0.040258826891928085,0.0014311078357206694,0.087865992977940316,0.9473573404945147
0.0057354363578157293,0.007585588455755867,0.25200054700471497,1.191681984122114
0.0071684687026163929,0.0022018796419624007,0.10351353764493224,0.22636348274211054
0.00016600774936919579,0.0019602966464072648,0.060747507073023038,0.44142280616026708
0.025433037430635321,0.0087315609248242738,0.17050681919233554,0.25173008863746271
0.013437677651821094,0.044999583988750036,0.15481500777551518,0.75262711167416041
0.09953053296738168,0.16455099399628409,0.049091942465704398,0.30471102336627992
0.021167834502760417,0.053842547945961793,0.0077101012760651486,0.38427725468547969
0.025684397911511014,0.022656556589695637,0.11688558964428163,0.30947561929877615
0.0094738125363240683,0.052051355908104835,0.07813325647283284,0.34470270935335828
0.016369230567869673,0.0079039351804342638,0.10755533654741435,0.5020750773163557
0.019892402285878553,0.0081737915389569656,0.053264854854464888,0.2594330514656083
0.00059916654247806718,0.041614911106108862,0.19544341773934831,0.47972078589527162
0.011492377864596523,0.10662112697916876,0.18605396181146416,0.46567832104602302
0.033226439215605912,0.044244692014000629,0.11284483758820285,0.36124434184020382
0.011836367435399887,0.0069484421579248277,0.10594832109895305,0.368752775451959
0.023014454979894319,1.4993030536454073,0.11307582814705625,0.63820274978404101
0.0072631549475507019,0.0033141994944326349,0.071069911152275497,0.4019251991813948
0.011027000641165527,0.0051563177305884288,0.059093338000774862,0.26225149206364645
0.0078411001167674448,0.027901109801015171,0.034718591503638437,0.40872744437858416
0.43550743201250036,0.054329072574496748,0.09927495642843423,0.23159298913509732
0.0028378304187180129,0.047285473979598341,0.22122944202155248,0.52214846071000354
0.034003697813495104,0.0030929363125096541,0.10747601461947658,0.3619725416905113
0.013347232252587885,0.010945709071585057,0.054451600126546207,0.41127112766385376
0.11517289753110836,0.034315046289846531,0.024905530915915488,0.52375842651539195
0.25062801153206571,0.0016439705899678001,0.0091624728334705474,0.73099242310728008
0.00089356835681407955,0.080374596940318038,0.166538816111925,0.48858172491461804
0.0033889257401307936,0.45352853434023205,0.15323330658779885,0.63483969616452873
0.044752292636385319,0.56281696910277634,0.056406047152590316,0.62023091972219679
0.0011468033485295321,0.025558343687710369,0.024044476290035338,0.88773635494581715
0.014807687738399177,0.0021773422202786196,0.14078722156516063,0.20256709124639122
0.017641473938876117,0.021810996324823861,0.10119998440216817,0.61516769184535969
0.0028599212688419709,0.0047566456196301678,0.25017922891941019,0.31156724811681757
0.0024705890022717909,0.013130272547565878,0.20164675694339834,0.65981734295216998
0.01111469276113514,0.0018098891469344621,0.31538803547229294,0.19362735680808726
0.23286775083955827,0.01576495073727004,0.043302266406165343,0.40828190049677759
0.001740473254132302,0.010777964684715303,0.037097570023751268,0.4427602759895507
0.016265745556339292,0.0033910675492802226,0.060706462895391208,0.44079436648358827
0.011116101422041167,0.018925330506708311,0.22641358908821155,0.53401851750096674
0.0026342412492818823,0.0048220420650604652,0.14866262061231611,0.36264772177060001
0.0017950481146726243,0.060136664286086702,0.04510049652534829,0.39480583874835939
0.013074785881576026,0.018942789485232561,0.11452367447050171,0.6883592202157226
0.060019289643558835,0.20111325743512296,0.023735020994998315,0.40447171066538351
0.0054428558999460776,0.0017893092247508666,0.044061638317076705,0.44223927670586871
0.0040008988513786257,0.50639726584446254,0.27987418865298436,0.5541850239779984
0.00099274701924240236,0.18069630030279057,0.36599664424908912,0.50031324794704179
0.0040137681412568769,0.11125390984745112,0.42036921421438439,0.40357782205287823
0.0077760236750372223,0.16035965479882608,0.073230966585275253,0.30866186905635029
0.0062162195111769795,0.34701477308075263,0.016005364567823956,0.28922891737008261
0.10554184087693101,0.031651849511308373,0.14008574294298354,0.52668916517893871
0.0029294773300491146,0.52604629548379878,0.061190706211363459,0.41497537070575802
0.0090916364170812499,0.0045988818370195613,0.15298807851421764,0.27424865816227545
0.0079168802077724115,0.0073939806759741409,0.14603226728443,0.26758477196897562
0.041202764440393107,0.38325692438747277,0.11213392738109661,0.40927881282962231
0.033260517714660771,0.07261823218041645,0.091150033923818277,0.29928976353486031
0.0071287021108029681,0.06911759656192816,0.041825704143020288,0.27746804973484374
0.00077063560744047746,0.016846013147972957,0.032903648353819384,0.98727564475040497
0.010191343452747498,0.016113929458869497,0.030030144277046499,0.97463739901305679
0.0074232053111795817,0.027495666667807821,0.028231266491959076,0.75564641806069199
0.050906658562420916,0.1542516020650862,0.047327205709157383,0.2229895006246036
0.00077147526972001594,0.072072691874950176,0.34815863492673915,0.82569977693026642
